following_count,follower_count,answer_count,voteup_count,thanked_count
51,322,7,578,83
123,77,9,27,17
12,3,,,
9,1,,,
6,4,1,,
33,2,1,1,1
10,5,40,43,1
27,2,1,4,2
113,10,1,,
6,2,5,,
1,,,,
8,774,3,1107,90
84,20687,16,24636,3592
20,263,,,
2,1,,,
21,125,,,
161,4,5,2,1
2,1,,,
,383,,,
244,,,,
16,,11,1,1
2,1,27,10,1
37,7709,87,21264,2185
,243,,90,
20,399,,,
39,4028,61,19717,2858
82,426,21,1716,630
54,5,25,245,10
8,3,19,30,6
1204,,,,
,692,35,10735,1504
6,4857,408,18850,2013
2,,,,
164,1,,,
205,4711,550,4704,2049
73,28,6,6,
1070,1310,439,2475,434
168,722,18,4516,511
212,67,3,2,2
85,551,62,1408,172
41,1,,,
11,,2,2,
2923,50,56,9,5
87,2,5,3,
46,1,,,
92,,,,
19,6,6,,
158,2,,,
39,217,19,874,275
102,1,,,
106,35,24,3247,138
8,,1,,
34,1,1,,
6,6823,8,7009,855
60,4,1,,
192,1590,789,10490,2055
15,,,,
294,19,,,
102,7,,,
67,,,,
12,,10,7,2
291,8,3,3,
35,13,15,224,14
5,,,,
8,1,13,,
439,6,1,,
25,97,24,910,60
47,144,22,79,18
12,129,8,175,53
190,2,6,6,
1,,,,
135,9,3,10,
333,3579,109,52103,5694
231,13,68,80,13
2,23,1,6,3
5,5,9,133,10
10,,2,,
3,,,,
,216,8,390,13
39,1,,,
74,16,11,20,4
21,1,,,
6,11853,139,25412,8801
7,6,9,175,25
1,2,1,39,5
112,2,10,22,3
128,337,4,4057,2272
89,3,50,38,11
123,2,,,
7,,,,
3,7775,5,24467,4748
3,,1,,
119,5,,,
3,,1,,
38,120,28,480,108
234,5,3,,1
32,,,,
4,,,,
29,,,,
6,,,,
1749,85,10,,
114,187,30,210,11
71,10,10,87,6
20,1,,,
73,97,5,145,72
518,3829,780,8148,1462
61,1,,,
20,1,,3,
133,140,83,97,34
525,14,47,147,23
26,2,1,3,1
100,7,,,
17,1,,,
196,454,122,26959,1338
14,3,5,3,1
17,,,,
164,1117,131,4527,1095
88,,7,3,
210,10,9,104,25
4,1,,,
200,12,10,4,2
66,2247,20,7505,369
20,5,,,
39,4,2,2,
170,570,207,1749,354
644,12845,194,37386,6410
51,1111,39,24177,2464
69,,,,
159,1039,23,10268,1896
10,4,17,8,
29,2,,,
20,305,57,17384,1255
137,20,3,2,1
14,2,2,5,
16,,,,
2,,,,
36,1166,5,39,8
7,397,28,7856,703
948,5182,58,5005,419
3,19,25,1066,113
3,,,,
17,1,,,
16,3,18,3,1
165,62,599,857,202
7,1444,36,4116,731
1189,694,616,7587,1167
4,,,,
4,,2,2,1
75,1829,19,1703,761
15,3,1,,
11,2,,,
17,,,,
18,1,2,,
2,2,,,
4,1,5,3,1
13,7,1,,
49,,2,,
76,255,105,2277,360
503,28678,57,34209,14120
39,1,3,4,
162,6,3,5,
16,,,,
17,2111,192,10530,1129
9,73,165,1370,297
194,1,1,3,
4,,,,
18,728,,,
153,183,27,32,21
7,5,,,
9,,1,2,
6,1,,,
203,23,20,66,19
57,555,101,9541,1075
65,,3,1,
4,1,,,
6,16,2,264,43
7,,,,
208,174,5,241,67
498,40,6,1,
7,2,,,
388,4,,,
633,13,1,4,
10,599,2,1,
48,1,,,
3,,4,,
56,,,,
73,11,1,38,10
128,1017,3,11,4
51,5,20,9,6
62,142,151,551,82
403,15,10,3,
178,9,28,46,8
132,29,12,2,
113,6,17,6,2
46,149,7,50,16
6,,2,,
8,,,,
61,1,3,1,
269,18,12,356,35
165,3,24,9,3
269,94,11,183,39
6,1724,45,13321,2712
56,9,5,16,5
17,3,5,6,4
523,199,35,2355,387
309,1,,,
113,,3,1,
50,170,54,2950,343
4,2519,56,2735,408
13,7,,,
11,15,7,4,1
73,190,19,6002,317
168,47,50,97,20
266,172,33,12,9
4,1,2,,
21,11,2,2,
6,1,,,
6,3,1,1,3
144,34,6,8,2
161,316,17,263,97
340,241,580,1765,348
1,1,,,
10,813,15,1894,599
2,,,,
1908,39,13,101,4
20,1756,,,
3,77,,,
114,2,5,1,
68,22,,2,
20,47,,,
103,146,,54,
30,40,25,1415,232
40,56,25,323,64
142,5526,14,10966,4870
10,,,,
2,,1,,
4,,,,
7,,1,,
16,503,24,287,64
200,2245,116,10977,3044
16,3991,106,2014,506
80,2087,121,13467,3348
34,136,1,,
,373,1,105,44
2,,,,
194,226,58,2484,376
250,609,75,1050,187
9,12,,,
21,6,,,
20,9,,,
32,118,69,134,16
206,976,62,774,155
16,1327,,,
71,48,66,656,70
13,1,,,
45,8946,22,55716,7944
6,258,1,822,278
53,805,20,1701,255
72,18,8,419,40
34,2,1,,
119,9,9,44,9
34,58,8,210,21
20,1,,,
755,53,33,159,26
1,1,1,,
487,65,65,376,32
52,20,28,458,68
116,17862,3,37303,2659
32,,1,,
152,18,50,5,2
32,4,,,
2119,49,,,
195,2,11,23,6
54,1,1,,
112,4,9,7,1
17,2,,,
151,5,15,116,11
4,10,3,62,6
71,1265,31,511,141
12,3,,,
155,80,27,4006,320
184,13,4,1,
4,,,,
21,9,,,
1183,32,35,3,3
25,2,3,9,1
4130,141,6,17,3
16,3,,,
34,,,,
117,10,2,1,
97,3,4,,1
2,,,,
106,,1,,
573,8,,,
258,15,,,
662,14,,,
10,,1,,
73,28,17,17,13
79,5,5,12,4
466,40,14,159,17
6,1,,,
128,20261,22,51584,19229
1,,,,
61,4,2,1,
40,1,,,
118,125,70,1131,121
1,,,,
737,126,591,291,89
757,5421,26,3768,823
5,4,3,1,
482,3308,235,11981,2978
1578,169,218,1925,686
740,10819,26,6260,2874
384,77,87,474,119
18,,4,4,
20,477,26,5579,583
402,12,2,1,
52,2149,54,3172,1568
160,1,,,
204,10,6,90,28
22,3,,,
28,,,,
1197,35,65,147,28
5,,,,
443,431,158,2575,445
6,3,,,
2,367,7,149,80
54,7435,210,25900,3795
18,,2,2,
19,1,2,1,
11,,4,1,
60,1,1,,
65,688,149,442,157
859,14,9,3,1
262,133,190,544,107
555,5,1,,
19,1,,,
15,8,4,3,2
18,7,,,
7,,1,,
51,,,,
326,9316,8,18837,7834
25,31,4,48,10
106,56,12,50,22
,312,,,
272,10,6,12,4
12,21,,22,
2,378,262,310,110
13,15497,43,13682,3553
30,21187,22,16366,7901
20,,,,
7,,,,
101,183,31,2146,332
3,,,,
167,14,19,29,12
121,2966,42,6381,1325
4,1467,4,790,192
8,1,,,
379,12,3,,
1019,349,155,287,58
376,42,43,179,22
28,75,17,264,122
33,5,,,
30,,,,
223,1200,90,1160,191
27,3058,10,2201,286
187,3918,68,23991,9970
,8129,12,17320,5781
51,633,18,1024,423
9,5843,12,1935,376
72,67,71,472,76
58,11,,,
3,1,,,
5,1,,,
105,383,20,10671,2001
7,,,,
16,7,5,23,3
348,18358,5,10921,407
72,6792,73,21071,4213
225,6903,245,56532,9248
,64,18,12,3
193,178,69,294,101
4,,,,
1,,,,
8,4,25,13,6
8,,,,
10,2,,,
127,4776,16,33161,20469
1,,,,
131,,3,5,2
188,14,12,2,3
19,1,,,
64,27,28,128,13
21,2553,77,181,74
850,31,4,4,2
141,10,11,3,
5,10387,266,35748,9697
22,31,48,38,15
11,2,,,
118,8,36,11,6
25,,,,
30,3,,,
24,,,,
3,,,,
34,1,,,
72,1322,5,3597,359
31,2,,,
11,11,,,
6,9,,,
2,1,,,
291,22,3,4,3
14,,,,
2,,,,
2,,,,
4,,,,
,322,,,
34,13,13,15,16
6,1,1,5,
86,,,,
255,1188,31,12084,3182
55,6,4,,
20,,1,,
99,20,27,125,47
57,2,3,3,
2,,,,
40,1,43,4,5
707,23,1,1,1
113,17,6,22,
1,29,2,22,1
,173,2,6,4
194,7,22,42,16
63,3,,,
10,2,,,
25,3,,,
562,11779,185,59803,12100
8,,,,
575,2148,638,2128,768
37,2,,,
75,2897,41,50229,5714
1120,65,14,1075,172
25,3,2,,
11,36,13,51,15
3,1,,,
82,21486,322,116146,11662
129,1,,,
210,3,,,
30,3,,,
24,70,15,4330,269
24,,,,
799,104,33,197,91
68,85,13,4,4
28,2,15,11,4
309,77,76,480,53
4,,,,
17,1,,,
218,377,40,15314,958
11,,1,,
2,4738,40,94433,7905
118,6,1,26,9
138,4,,,
19,,4,17,1
266,7,3,35,4
65,55,38,153,27
1,9,4,10,3
122,1,10,7,7
251,9,47,85,15
82,501,31,13637,1116
200,646,233,26343,3485
336,10,11,9,2
36,,,,
4,,,,
594,10,,,
89,322,2,4233,1044
5,1,,,
61,175,,,
22,27,10,25,8
137,73,9,675,121
98,138,47,770,136
415,522,134,740,167
13,2,,,
1270,21,11,231,35
112,3272,72,4363,815
49,,,,
15,,,,
198,1,,,
25,4,3,14,4
1,,,,
23,136,54,1363,196
392,23,11,27,
58,252,9,1197,316
242,6,5,2,2
4,,,,
2,,,,
86,2,,,
397,5,2,,
4,4,44,4,7
213,11,,,
117,2098,59,3139,886
179,10,6,7,
426,1191,39,490,203
106,5,5,4,1
251,31083,128,43714,11961
222,7,19,64,3
81,7967,16,430,98
1,1,4,,1
3,1,,,
28,,2,,
8,,,,
33,1,,,
2,1,,,
1,,,,
99,8,,,
98,1,,,
56,21,33,6,1
1250,194,12,54,15
62,2,5,5,1
1,,,,
40,15,8,4,2
747,62,12,5,2
3,,,,
1,,,,
2,,1,,
24,,,,
71,2,1,,
14,2,,,
1,2,,,
1,,,,
11,1,2,3,
43,455,22,4772,792
4,,,,
35,1878,85,2241,427
53,246,10,367,57
101,15,,4,
32,4,,,
143,18047,26,96,35
896,89,109,266,77
1,875,1,1304,518
434,331,38,5491,842
38,3539,2,1315,215
105,7,25,2,1
435,2338,36,3920,1078
115,191,10,234,34
,155,38,574,48
867,49,57,297,60
159,242,8,523,76
911,25,3,,
15,1817,22,4588,879
107,1,,,
29,,,,
80,2,1,,
85,466,21,2635,346
26,1,,,
,409,59,676,140
20,,,,
7,,,,
62,830,8,648,186
250,205,34,317,93
48,2,,,
1614,27,4,6,4
17,,4,1,
,1,,,
393,8,8,,
1,5,,,
126,211,16,276,55
367,732,236,6061,904
211,5030,158,3999,1079
,158,,,
1,2,,,
24,1,,,
253,15,,,
451,25,9,90,17
876,8,11,26,5
1151,695,170,485,208
34,2,2,,
216,4,1,4,1
362,17,1,,1
326,1058,404,3101,884
18,66,52,377,86
528,7,2,,
1,18,5,6,
882,13,3,,
328,1397,141,4952,743
34,,,,
477,35,32,3,1
175,163,186,270,78
112,340,76,5131,1147
82,467,61,1095,205
45,2,,,
1,,,,
81,4,1,,
123,4,25,9,1
54,47,17,124,48
111,1158,1,540,
13,7,13,3,2
65,5,44,45,7
37,1,,,
170,,1,,
188,6,1,,
38,,2,1,
437,12,25,58,5
2,1,,,
,10,3,2129,168
,3,,,
32,4,2,18,6
14,,2,,
17,,1,,
5,,,,
308,2,9,2,
1,,,,
485,1,,,
567,110,226,770,92
148,56,207,545,108
285,9,13,82,17
559,4,3,,1
24,159,27,115,19
6,,,,
19,,,,
109,4,4,,
75,3,1,,
228,4,4,16,1
7,,,,
22,501,8,4089,975
18,2,13,8,2
208,56,26,137,20
,28,,,
313,30,13,24,9
86,7,4,5,
9,,4,,
100,1634,15,18556,1553
159,163,14,277,47
33,666,,172,
9,,,,
208,658,12,373,107
,658,102,192,66
10,2051,10,4977,667
47,43,3,,1
162,26,16,29,6
37,3,,,
76,,,,
1843,48,19,440,44
139,1,4,10,2
274,1,,,
18,6,,,
180,8,4,9,
91,25,,,
264,153,31,1761,849
4,,,,
86,4,16,8,1
45,133,39,222,68
111,6,,3,
400,76,51,616,223
186,219,25,516,111
92,22,9,5,2
7,3,4,2,
379,38,246,120,35
133,5,7,31,7
1671,148,67,75,28
404,54,14,137,28
145,111,56,302,56
2149,56,1,2,
11,4,5,21,10
1,,,,
27,3,5,7,3
522,18,,,
91,67,34,61,11
181,394,139,6479,417
143,137,,,
5,1,12,28,4
89,,5,10,1
1074,19,3,3,
648,4,,,
32,,,,
1835,23,,,
193,13,,,
825,33,16,320,20
70,67,415,1322,156
168,20,7,82,45
154,24,84,348,51
301,4308,264,17664,2547
8,1,2,1,
37,1,32,1,1
6,2,,,
354,2095,2040,49596,3758
1,2267,45,8945,1557
1,119,6,45,22
47,1091,15,11752,1875
131,858,87,177,76
27,43,1,13,6
37,3,9,1,1
1421,25,,,
163,7,,,
,265,208,3924,533
536,69,99,435,68
30,,,,
455,325,62,529,169
145,456,22,223,97
19,,2,,
14,,,,
4,,,,
15,5,20,23,9
43,1,7,18,2
11,,,,
3,,1,,
781,25,7,2,
8,,,,
132,20,3,1,1
155,3,13,30,5
441,8,6,3,
24,63,13,53,32
29,1,3,,
481,3,5,4,1
7,552,24,4349,592
159,2,,,
4,,16,20,1
63,5,8,6,
16,,,,
100,7,,,
12,14,11,168,18
4,4205,177,15559,222
3,6345,27,6668,1076
22,12,7,,
42,10,4,14,2
935,372,3,442,100
330,10,15,3,1
26,2284,187,12349,2263
6,1,1,1,
80,1,2,,
8,2,,,
49,33,25,111,18
199,20,5,,
81,,,,
37,7,,15,
23,13,25,9,3
116,4,7,1,1
26,1,,,
12,7,1,,
15,1265,24,13508,1390
,74,,,
78,5593,43,13537,5474
142,175,10,224,91
31,19,3,,
43,1,,,
165,,,,
26,,,,
113,1349,19,4160,1274
183,28,40,45,26
6,,,,
,3002,14,10445,1441
41,106,32,182,84
11,24788,214,134694,25043
15,272,11,691,332
41,3126,31,7296,4766
37,2,1,,
103,80,29,17,10
71,2287,69,10567,1903
62,60,13,7,1
282,3,12,7,
228,1579,19,1302,396
20,1,,,
20,,,,
238,3711,646,64248,8676
12,4,,,
19,124,14,493,33
243,1264,36,6984,1718
79,1001,40,777,178
1,,,,
4,,,,
343,3,,,
49,,,,
43,155,60,386,74
90,75,16,84,31
258,1430,524,19433,3052
23,2613,300,4569,855
,550,9,1080,46
376,7,,,
27,62,15,15,3
9,1,,,
207,1421,1,,
93,8,4,5,4
2,628,48,6070,1061
,834,,,
47,483,4,552,226
19,,,,
639,569,165,3358,624
106,3146,17,19998,2458
1,2,4,1,
57,24,6,33,14
912,12,2,2,
59,36,22,85,30
23,1,1,2,
124,7,3,1,
6,,,,
83,,3,2,
115,116,2,32,3
1,,,,
62,10,3,2,3
82,36,26,861,58
74,8,4,57,6
86,2998,7,15264,4289
1,1,2,2,
44,485,20,1466,233
32,371,7,37,7
19,,,,
156,352,32,343,177
600,2620,116,12279,2529
,301,,,
225,16621,12,28833,5054
257,7286,413,15717,3558
1,15,2,24,7
892,54,57,653,76
729,594,52,3646,758
9,,,,
19,17,14,43,9
,82,2,71,16
194,4105,587,18290,2859
50,,1,,
42,88,40,622,59
19,258,5,90,33
29,2618,354,25213,3750
131,67,32,306,93
161,10,3,6,3
3,202,48,130,75
444,63,19,889,89
22,12,46,410,60
5,,,,
6,,1,,
268,21,8,4,2
349,417,82,854,211
6,,,,
36,63,14,9,9
344,1,,,
99,,,,
59,,1,,
6,5,6,8,4
1,,,,
21,4,2,,
21,12,82,89,14
7,,,,
261,20,,,
4,,,,
12,527,6,1134,182
22,123,3,18,5
91,142,16,111,33
131,,,,
118,10,15,23,2
11,7346,15,11475,1303
2,1,7,4,
53,4410,43,32602,6350
276,25,8,26,3
295,152,49,3367,449
227,92,32,359,66
1,1562,98,216,53
13,,,,
33,5,7,5,1
77,186,,9,
1,1,7,1,
313,11820,336,6337,1914
1642,42,27,25,8
673,2,,,
5,,,,
45,1094,151,670,298
576,1651,316,28808,3052
29,1,3,,1
157,73,6,41,13
15,5,,,
25,26,4,75,10
281,3,,,
8,1,,,
1,1,,,
132,3,2,,1
12,,,,
134,6101,421,8534,2705
99,1293,63,621,295
71,25,12,21,2
30,1,,,
191,3,4,1,
161,8,9,12,3
1332,48,2,1,
263,18,,,
45,1,1,,
26,1,,,
939,3,6,7,3
1487,20,42,105,23
77,520,1,6,1
268,194,62,1572,330
15,9,5,4,
216,2,1,1,
186,35857,212,18216,5957
24,3,2,,
1,402,31,10187,1560
280,8,11,3,
104,5,5,,
13,,,,
41,1,4,1,
742,2621,69,4646,1691
469,10,2,1,
704,11,,,
14,20,3,37,10
15,2,,,
5,4,,,
49,5,12,14,1
1045,17,1,,
1136,10,,,
4,,14,4,1
23,,,,
24,2,2,3,1
171,2,3,1,1
9,,,,
1050,23,,,
26,2,,,
1335,27,,,
72,4952,387,19948,2700
8,94,6,2637,200
118,10,,,
1467,12,11,8,3
72,29,14,49,14
149,16,14,23,9
18,,,,
4,1,,,
24,3,10,3,1
1,1,,,
127,2,106,73,22
70,7,,,
97,105,52,135,22
269,393,78,14333,1359
215,32,2,18,3
162,3,,,
487,15,19,116,12
,707,27,163,1
3,218,,124,
113,1057,383,9172,878
4,2,,,
1,47,1,213,69
5,4,13,15,1
4,3,14,85,9
7,2,,,
88,4177,16,23821,1812
229,13,10,65,18
3,1,,,
125,3,,,
10,,2,,
975,16,13,10,
2,,,,
43,3,,,
2,148,10,52,5
240,1,12,,
264,1721,45,7662,1313
564,212,42,5221,448
65,7,,,
,7,19,8,3
18,1796,25,38648,63
1,1,,,
278,17,5,6,3
20,3,3,3,1
10,2,,,
29,7,2,2,
533,200,116,549,82
7,,4,1,
16,,1,,
77,5,8,25,14
111,3,,,
1,,,,
5,1,,,
2,1774,25,4133,1049
1,1,6,2,1
66,1,,,
1,,,,
47,3,2,,
68,10,34,23,5
4,333,19,3387,326
156,7,7,,1
7,2822,18,9119,1686
1,892,20,758,91
419,8,4,3,
1,8271,109,47846,6584
228,21,15,30,11
33,267,1,310,4
48,32,25,93,33
92,2582,495,8127,2291
31,114,332,5231,375
75,3,2,2,
138,10,17,60,12
452,1086,95,1220,172
50,,2,,3
384,11,7,,
24,1,1,,
54,2,3,5,
105,,,,
25,4,10,32,4
682,2,2,,
45,,,,
9,,,,
26,5,1,,
22,970,187,3881,1025
42,17,13,167,51
451,7,10,2,1
147,3,22,6,
42,4,,,
23,1,,,
92,120,43,3979,524
,246,,71,
815,6065,74,2589,81
250,149,164,316,90
51,118,16,1695,205
29,2895,208,4961,1601
102,104,11,30,3
,4,,,
439,614,157,1687,335
42,1838,36,1251,381
14,2362,27,191,20
122,828,17,24913,38
1,1,,,
218,8,2,,
160,182,41,248,42
27,24,38,15,3
6,1174,263,19886,2220
97,1369,762,854,383
172,3177,21,38707,5154
1,,,,
42,1171,42,8337,523
43,130,70,2852,425
30,5267,121,4328,1950
301,8,2,283,45
50,8,12,11,2
64,7,78,367,55
203,12,30,38,10
8,151,5,1431,136
8,,,,
3,,3,,
153,1713,339,2317,1011
476,8,9,23,1
7,1,,,
758,6,,,
2,,,,
34,113,185,414,182
1119,1892,23,2300,623
19,,1,,
276,3,,,
17,1,,,
245,439,25,436,152
66,,1,,
6,,,,
10,6487,45,34308,5101
261,4,5,,
40,,4,1,
29,19,38,94,22
170,1,,,
29,,,,
86,3,2,,
1,,,,
140,1366,529,21974,2337
1991,7,,,
15,1035,25,25751,3309
1516,28,1,,
6,,,,
45,,1,2,1
193,445,6,6,1
96,97,53,53,27
2,,,,
13,16,22,24,2
127,14,9,11,1
381,69,22,28,8
88,2,,,
53,2,,,
22,13,23,8,
93,10,11,,5
19,,,,
1,,1,,
324,287,54,355,76
28,6,6,30,9
70,202,46,739,235
97,4,7,6,
3772,32,2,1,
119,367,36,456,107
226,10,6,,1
202,3,4,72,10
193,8,3,5,3
291,6,2,,
221,5,,,
31,7,40,81,9
99,450,125,8781,680
33,351,433,3054,912
,3155,29,16120,2221
51,114,48,850,184
7,,,,
312,4928,602,40006,5741
111,7008,31,23412,5623
751,22,,,
6,1,,,
162,1,7,,
53,1,4,1,
258,5,,,
9,126,4,1547,346
18,,1,,
34,1,3,,
23,1,,,
911,18,7,,2
27,3,18,8,2
53,45,13,22,7
37,,,,
80,3,,,
5,,,,
4,,,,
4,34,,98,
376,4389,174,6719,1428
44,25835,22,44841,17537
54,142,6,791,304
2,1,,,
76,34,9,759,89
84,2,2,,
114,104,91,1328,300
80,13,3,23,5
34,,,,
226,1378,20,11502,5038
22,568,3,15775,2000
84,220,58,1134,303
106,293,112,1394,370
9,2,,,
10,1,1,,
5,191,139,2063,314
78,3,,,
5,10,11,3,3
45,5,10,4,6
98,3,21,5,3
3,1,4,2,3
2,1,,,
9,7053,253,59409,9186
105,43,52,554,45
2,,,,
21,14,,,
82,156,6,202,78
19,6,12,4,2
5,2,,,
374,988,377,8688,946
25,16,120,184,48
137,51,1,455,54
34,,,,
27,,,,
119,21,3,16,3
15,4,2,2,
20,43,12,125,30
7,5,31,10,3
4,,,,
37,1,3,1,
218,417,58,1827,396
32,14,,,
38,16,1,,
32,84,25,750,161
39,7,2,,
82,954,862,8583,1101
26,5,9,5,
25,,,,
162,96,820,1088,219
6,,,,
182,2,,,
10,,,,
19,21,21,176,22
165,5,3,,
35,3,,,
6,,,,
77,9,6,17,5
53,1,4,,
78,16,28,75,32
1279,150,16,156,18
1430,4,,,
23,,,,
9,114,76,879,273
30,4335,96,6130,2254
207,253,39,6922,1705
15,2,1,3,4
27,134,28,822,126
54,10,33,86,16
266,16,3,,
457,44,28,22,4
3,,1,,
190,2,,,
29,50,35,2301,241
245,5,4,,
6,1,,,
63,2170,9,496,138
504,102,60,138,16
156,5,,,
2,1,,,
251,,1,,
1207,19,4,1,
24,43,15,148,71
1,1,,,
157,5,5,2,3
2673,23,,,
1610,31,1,,
14,1,1,,
9,6,,,
17,7,4,84,9
1070,15,,,
20,,,,
2,11,23,103,31
306,173,22,2300,550
11,1,2,5,1
20,12,14,421,44
28,539,59,1442,451
19,4,2,1,
80,1,,,
19,,4,,
1574,102,93,242,25
250,850,74,8317,1399
6,1,1,,
28,2,4,2,
4,1,,,
10,4,2,4,
4,,,,
178,870,65,1918,445
70,10,58,40,12
45,34,9,39,6
76,97,37,2823,485
24,1,,,
307,654,8,1610,647
51,2,4,1,
39,,,,
58,596,41,623,41
6,1,,,
220,598,42,7347,1181
478,1054,197,5253,620
12,73,31,251,76
3,5,70,140,19
761,98,19,45,6
3,1,1,,
8,8,1,184,14
7,,,,
13,,,,
1625,17,,,
142,1,1,,
169,,5,,
12,1,3,1,
93,358,13,24117,2197
25,2271,30,24740,2721
117,2564,16,8440,2961
1,1,1,,
15,14,1,19,4
118,273,21,2541,776
19,693,212,5642,754
42,,26,18,2
3,1,,,
151,4812,123,12719,1975
1020,35,9,238,20
14,,,,
4,,,,
90,333,22,802,146
37,235,25,471,145
,5247,34,18733,8248
3,,,,
12,5,,,
48,96,27,492,102
21,,1,,
135,3,6,3,1
156,11,1,2,
119,1258,55,1384,423
175,1933,77,14753,2884
20,,,,
180,1425,125,6254,805
250,32,1,,
2,1,2,1,
120,20,61,854,121
79,1,2,,
30,7,1,,1
51,2,1,3,2
,534,,29358,
129,2,,,
6,3,5,3,
36,,,,
442,16,,,
906,2058,4,14171,2849
74,,1,,
398,131,37,433,99
2,,,,
7,,,,
36,,46,11,1
108,7,22,88,12
47,2009,62,46314,5460
69,1994,23,1577,298
4662,347,1,7,2
1,1,,,
1,1,,,
2,1,1,1,
2,1,,,
6,2,1,,
22,8,,,
14,,1,,
153,1140,159,5179,829
67,427,307,141,96
1488,27,22,6,4
23,3,1,,
125,1,,,
3,87,1,4,
676,8,,,
340,16,7,16,1
77,26,76,167,30
253,50,,,
19,,,,
40,9,1,,
10,,,,
22,5,14,29,8
40,2,3,37,
9,,1,,
140,14,77,42,6
12,,,,
6,,1,,
25,4,1,3,2
6,,,,
90,1,2,,
24,,,,
1,1,1,,
163,1,,,
140,42127,290,87129,14709
18,1,1,,
111,3,9,7,
3,,1,,
129,16,6,1,
24,62,23,158,67
3261,44,,,
5,22,17,2180,265
461,1398,98,1590,417
33,10,4,100,19
56,1,4,1,
389,1,,,
15,,1,,
10,,,,
627,46,1,3,3
236,15,8,13,6
43,8,3,199,23
61,3,,,
239,5,,,
264,4,,,
7,,4,,
593,997,69,1187,189
53,,2,,
116,2,18,6,4
15,9,2,,
107,718,26,31,18
445,292,336,2273,264
387,37,24,424,43
2,4,15,10,1
212,6,3,,
66,9,14,28,3
47,28,62,612,45
756,18,2,,
4,8,6,537,125
11,,,,
167,177,680,696,321
1,97,3,4663,387
88,32,177,549,123
39,,,,
58,,2,,
14,6525,197,8388,1148
7,1,4,,
156,17,77,191,43
6,566,2,39,12
17,184,7,384,60
3,989,450,4159,444
2,,,,
776,7,1,,
63,8240,50,23446,6427
56,1,,,
,15615,,,
113,39,22,48,8
71,,,,
165,429,53,7000,723
11,1,,,
31,33627,78,214040,43124
22,1,,,
2,2,,,
1005,28,,,
51,5,10,2,
113,7,11,27,4
24,3,4,5,1
16,1,,,
28,1,3,,
8,,,,
93,5,4,134,15
29,1,,,
51,,12,2,1
206,2,1,28,3
330,11,15,45,6
1,1,,,
1554,28,2,,1
176,20,13,113,16
28,,,,
305,8,7,13,1
4999,457,58,111,25
34,3,8,9,8
1,,,,
75,35,124,1446,146
890,37,157,425,39
11,2,1,,
61,279,17,584,320
2,780,3,858,171
643,31,38,160,20
318,4,,,
544,12,18,16,9
15,,1,37,6
1,,,,
17,,,,
,264,3,607,131
19,5,56,26,16
92,,,,
1606,37,16,10,
17,,,,
480,9,,,
23,5,5,6,4
161,1,,,
242,16495,86,16982,5557
117,68,5,1,
57,168,382,5897,554
21,3089,56,4448,1284
155,1446,70,15489,2436
38,1,,,
41,55230,65,53607,8389
17,372,15,9912,1165
40,,,,
605,4,4,8,1
16,,1,,
81,28,250,3821,157
97,13,4,,3
33,3,,,
8,53,27,866,91
72,9,,,
125,43,4,110,21
23,,1,,
62,,,,
98,40,12,145,19
223,14910,441,125132,12243
37,11,57,33,11
2,1,,,
14,212,10,2179,129
43,7048,888,20215,3117
186,5,8,2,
34,,3,1,1
119,,,,
6,1,3,1,
228,3511,46,2940,984
9,1,,,
6,8,4,7,1
8,,,,
2,,1,,
107,57,,,
2301,20,1,,
4,1,,,
26,129,170,425,75
121,37,36,9,3
68,10,11,2,1
285,57,41,127,35
33,945,114,1342,508
35,,,,
32,,,,
1,,,,
28,4,18,5,1
46,9,14,110,16
2,2432,4,39,18
72,2,7,1,1
10,1,,,
100,148,32,2218,349
255,,,,
39,1,,,
25,1,2,,
184,1,2,,
13,,3,,
35,80,8,131,41
4,4,,,
37,6,3,6,1
99,4,,,
18,,,,
149,381,36,808,70
100,193,63,3387,627
76,4,3,3,1
168,186,10,78,18
2019,18,4,,
22,1,,,
123,1,,,
1143,22,8,3,3
,958,27,1557,1072
64,9,,7,
2,,,,
40,22,17,6,5
32,44,14,72,43
149,3,,,
6,9,20,55,8
11,,1,,
30,1,1,,
148,17,48,87,15
204,293,23,3077,427
527,290,179,1416,165
277,4,,,
1,,,,
230,306,28,267,70
185,111,42,228,61
109,76591,52,148388,54871
14,2,2,,
43,2,,,
14,,,,
71,1957,23,12643,1878
103,2,4,1,1
7,,,,
149,1372,35,2858,294
7,,,,
9,1,4,6,
2,,,,
54,,1,1,
2,,1,,
1633,52,11,52,22
232,203,944,534,144
37,7,3,180,26
651,5,3,,
187,6,2,2,1
85,351,5,296,14
120,504,83,307,113
3,,,,
1,,,,
96,5,3,2,1
40,7,4,100,10
43,30,9,134,4
733,7116,640,5426,1290
163,149458,1055,254996,43811
17,51017,190,80870,3432
57,,,,
2149,46,4,1,
56,1,,,
31,5306,52,2252,1070
148,14,3,58,19
43,32,59,455,34
86,2221,143,13904,1218
283,308,64,1660,112
227,28,35,73,20
52,1,1,1,
3,,,,
128,5,1,,
2,1,,,
153,2,,,
351,3,,,
11,,1,,
17,1,7,,1
1,,,,
17,22811,9,17309,4734
93,131,55,255,22
72,89,46,894,130
36,4,7,12,23
1763,115,27,867,151
10,2,,,
7,,8,,
117,3,,,
8,,,,
